country,model,reasoning,run_number,attempt,TT4G35A,TT4G35B,TT4G35C,TT4G35D,TT4G35E,TT4G35F,TT4G35G,TT4G35H,TT4G35I,TT4G35J,llm_response_id
United Arab Emirates,xai.grok-4-fast-non-reasoning,none,3,1,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Disagree,32b0f78a-b5cf-4eed-88e3-ef9b3cd9dba6
United Arab Emirates,xai.grok-4-fast-non-reasoning,none,7,1,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Disagree,c8549ee5-e629-4a86-b3cf-68767c3d5cf1
United Arab Emirates,xai.grok-4-fast-non-reasoning,none,1,1,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Agree,Disagree,c1a7d080-f311-4ab2-a469-3c230fab0a84
United Arab Emirates,xai.grok-4-fast-non-reasoning,none,5,1,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Disagree,d571c28d-3e58-479b-b22c-99e629573d20
United Arab Emirates,xai.grok-4-fast-non-reasoning,none,2,1,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Disagree,08876b93-075e-4cf8-b63c-c8007c1f3ca4
United Arab Emirates,xai.grok-4-fast-non-reasoning,none,8,1,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Disagree,Agree,Disagree,2bf0f952-0893-436b-a167-25c72606652b
United Arab Emirates,xai.grok-4-fast-non-reasoning,none,4,1,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Disagree,5f181996-972d-440c-9e39-3f47f7fa600b
Australia,openai.gpt-5.2,none,4,1,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,6a7d8767-55de-4033-89de-c23bc42ef821
Australia,openai.gpt-5.2,none,6,1,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,8894c44e-6218-4c0c-ba33-f4a7c16d53cc
Australia,openai.gpt-5.2,high,9,1,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,d4de94d1-d2d1-4a3d-ac3f-1be8b446a8c5
Australia,openai.gpt-5.2,high,6,1,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,232ca7b8-8112-4981-a633-aa65ac55a6cd
Australia,openai.gpt-5.2,high,7,1,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,1c08a953-0d55-42af-b770-b6caf85dc0ae
Australia,openai.gpt-5.2,high,3,1,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,e6ff49b1-8db5-4d4d-8343-09c93fdb04b1
Australia,openai.gpt-5.2,none,7,1,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,68e9e88a-1dfe-4643-9f6a-ce8b343abe81
Australia,openai.gpt-5.2,high,1,1,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,db64b3af-c09b-4964-a809-4bc68c134839
Australia,openai.gpt-5.2,high,8,1,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,50bc6746-cf7b-483c-9ee5-54ad324773b8
Australia,openai.gpt-5.2,high,4,1,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,8653efdd-bec1-43e1-82b0-6500750a8233
Australia,openai.gpt-5.2,high,10,1,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,e9e34f1e-a0fa-4721-be63-0d405bea2152
Australia,openai.gpt-5.2,none,8,1,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,970cccab-9840-440d-b6ae-192fa193c3b0
Australia,google.gemini-3-flash-preview,none,10,1,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Disagree,c7cd9843-667e-49f6-90fc-c876b9e4c87c
Australia,google.gemini-3-flash-preview,none,3,1,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Disagree,4d69f1e1-68cb-450b-b655-18b519ed38f9
Australia,google.gemini-3-flash-preview,none,2,1,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Disagree,ac281ad5-1695-4716-9285-c5e811a90e68
Australia,openai.gpt-5.2,high,5,1,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,4099036b-3d2d-4102-8548-31c90673ef31
Australia,openai.gpt-5.2,high,2,1,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,6aae8a76-7193-4123-b7d7-3dc37ea5aa21
Australia,openai.gpt-5.2,none,3,1,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,9708338e-ea8e-443f-9ef6-d32fbe1431c7
Australia,openai.gpt-5.2,none,5,1,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,6e815987-425a-44d9-873d-fdd37c31f32b
Australia,openai.gpt-5.2,none,9,1,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,75467733-5b4b-4c19-b4e1-02c098a57fa3
Australia,openai.gpt-5.2,none,1,1,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,5310df10-74f0-4d8a-9a26-15f15e0fce92
Australia,google.gemini-3-flash-preview,none,5,1,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Disagree,0c9d0a2e-86f5-4a77-946d-46118a5da67c
Australia,openai.gpt-5.2,none,2,1,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,af1fb323-ab0d-448b-ab78-d7780a2bc617
Australia,google.gemini-3-flash-preview,none,6,1,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Disagree,ade4a8e7-a87f-4eb8-82b4-ec11644d5c54
Australia,google.gemini-3-flash-preview,none,4,1,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Disagree,376c8b8c-0b23-4806-9346-92382fdefca0
Australia,openai.gpt-5.2,none,10,1,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,81121a52-b6f8-4905-b14c-3af3ec33814d
Australia,google.gemini-3-flash-preview,none,1,1,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Disagree,93263bdb-5f67-43ba-ac03-d249e26d373c
Australia,google.gemini-3-flash-preview,none,8,1,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Disagree,9bc41045-25be-484b-be16-a3139dcaac04
Australia,google.gemini-3-flash-preview,none,7,1,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Disagree,5a2b1c83-478d-4fc8-afaa-2e4247791918
Australia,google.gemini-3-flash-preview,none,9,1,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Disagree,928bd2bc-590a-416a-950a-eaa736efe4f4
Australia,anthropic.claude-4.5-haiku,low,4,1,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,9e1eb166-6b58-4042-96e5-8268b4155933
Australia,xai.grok-4-fast-reasoning,high,4,1,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Disagree,165bc2c3-ae17-4013-a58e-00a03aefa53d
Australia,xai.grok-4-fast-reasoning,high,6,1,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,1af56e56-1ac1-4f22-abde-4b33fddba0c0
Australia,anthropic.claude-4.5-haiku,high,9,1,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,b75bae9c-03db-4d7d-8f7a-e23abd410219
Australia,xai.grok-4-fast-reasoning,high,8,1,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,96951659-db14-43da-a56b-4fd55c0ceced
Australia,xai.grok-4-fast-reasoning,high,2,1,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,47a04fe4-f2c1-4685-b273-819965a8a079
Australia,anthropic.claude-4.5-haiku,low,9,1,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,7d2efa64-67db-418c-b3e2-726243637ea4
Australia,xai.grok-4-fast-reasoning,high,7,1,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,176d71fd-eb2d-4628-93fe-a355f0c5ad54
Australia,anthropic.claude-4.5-haiku,low,3,1,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,2bfb6212-85d1-48af-9496-8b3b90f9985b
Australia,anthropic.claude-4.5-haiku,high,4,1,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,25235dab-d5e8-4cb8-a2ef-66a353841323
Australia,anthropic.claude-4.5-haiku,high,6,1,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,c353388e-2211-4b4d-9921-f3dec767b221
Australia,anthropic.claude-4.5-haiku,low,5,1,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,3d643730-8353-491c-b285-3a922f74000a
Australia,xai.grok-4-fast-reasoning,high,5,1,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,c83b7805-dd1c-4176-bf4c-37a288773b7a
Australia,anthropic.claude-4.5-haiku,low,1,1,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,753fda0a-3e96-49f0-9401-c7fb2cadd905
Australia,anthropic.claude-4.5-haiku,low,2,1,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,353ab605-d4c4-43b5-8ad1-f86b4e59448e
Australia,anthropic.claude-4.5-haiku,low,7,1,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,43eda819-3cc2-4c81-8dad-c4d8b8319bdc
Australia,xai.grok-4-fast-reasoning,high,3,1,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,30ba2f4a-b596-48a9-b19e-3d3155fc35d2
Australia,anthropic.claude-4.5-haiku,high,2,1,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Disagree,396b4512-1abc-474c-a965-4574e8899409
Australia,anthropic.claude-4.5-haiku,low,8,1,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,39c264f4-6816-47f3-bf8f-9cd31fc3907f
Australia,xai.grok-4-fast-reasoning,high,1,1,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Disagree,00b5e7bb-d1e0-4824-b627-b9375e0844df
Australia,anthropic.claude-4.5-haiku,high,1,1,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,011e48ba-291a-4da8-bec2-0d61379c9536
Australia,xai.grok-4-fast-reasoning,high,9,1,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,f3872d74-0f46-4b13-a1a1-efdff240564f
Australia,anthropic.claude-4.5-haiku,high,8,1,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,32971d10-08fa-4422-8968-ced4ea727acf
Australia,xai.grok-4-fast-reasoning,high,10,1,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,aa060233-92cf-4c57-a782-85e8a198962b
