country,question_id,run_number,attempt,response_from_llm,response_score,model,llm_response_id
Flemish Comm. (Belgium),TT4G35H,1,1,Agree,3,gpt-5,ed1d7068-beca-48f5-9ad1-0dbb30e30f0e
Flemish Comm. (Belgium),TT4G35I,1,1,Agree,3,gpt-5,d5dba041-79f1-4ce8-85d8-e110d2832b62
Flemish Comm. (Belgium),TT4G35F,1,1,Strongly agree,4,gpt-5,bee89a7b-31dd-485b-a9ef-b83ff835f8c2
Flemish Comm. (Belgium),TT4G35J,1,1,Agree,3,gpt-5,4744becf-c694-407e-a7df-3a7fadc3d0bf
Flemish Comm. (Belgium),TT4G35G,1,1,Strongly agree,4,gpt-5,f07414aa-191a-4186-bfd5-6a967285fe89
Flemish Comm. (Belgium),TT4G35E,1,1,Agree,3,gpt-5,762c2020-950e-4327-9367-571526976e60
French Comm. (Belgium),TT4G35C,1,1,Agree,3,gpt-5,cd75b534-857e-438d-bf58-9eecbf486bae
French Comm. (Belgium),TT4G35F,1,1,Strongly agree,4,gpt-5,97b34a77-7621-431e-8696-6f9e120d5b2d
French Comm. (Belgium),TT4G35A,1,1,Agree,3,gpt-5,09fc7b31-ab21-4d40-bda8-2e80b302fca1
French Comm. (Belgium),TT4G35B,1,1,Agree,3,gpt-5,b0fbc2a0-fffa-4029-9b8e-2ca3464b7826
French Comm. (Belgium),TT4G35G,1,1,Strongly agree,4,gpt-5,e350bc25-b4a4-4123-b100-cb714895ad99
French Comm. (Belgium),TT4G35D,1,1,Agree,3,gpt-5,f86d77e1-f57f-4033-9820-6380e2af7ca0
French Comm. (Belgium),TT4G35J,1,1,Agree,3,gpt-5,933837ed-41f0-45c9-b42f-7cbec6d5d887
French Comm. (Belgium),TT4G35E,1,1,Agree,3,gpt-5,5e5a20f0-14ef-4888-93f9-f922ac5ad88c
French Comm. (Belgium),TT4G35I,1,1,Agree,3,gpt-5,c7dc5f8b-51c1-40e7-9438-6742adb7c8cf
French Comm. (Belgium),TT4G35H,1,1,Agree,3,gpt-5,0d824048-a64b-4775-99ce-cf334db2bd58
Brazil,TT4G35G,1,1,Strongly agree,4,gpt-5,71a7134d-3e7d-4bf3-aedc-0a5e526bc3a1
Brazil,TT4G35I,1,1,Agree,3,gpt-5,926a7b5e-e885-4da9-8ac3-af736b0b74c6
Brazil,TT4G35J,1,1,Disagree,2,gpt-5,a803d988-04c1-46eb-af40-7d31070b4102
Brazil,TT4G35H,1,1,Agree,3,gpt-5,d9fe81b6-5e5d-4a51-a66b-95ca04537e8a
Brazil,TT4G35D,1,1,Agree,3,gpt-5,ed4643ed-8bc8-417b-851a-92c8769e5649
Brazil,TT4G35C,1,1,Agree,3,gpt-5,c96b155e-0078-46be-8ac7-79e770acb57e
Brazil,TT4G35E,1,1,Agree,3,gpt-5,dd2aefe7-1f09-4be8-892c-f0bd17197499
Brazil,TT4G35B,1,1,Agree,3,gpt-5,c5a37d5e-4881-4586-baea-332cba62bff8
Brazil,TT4G35F,1,1,Strongly agree,4,gpt-5,e5da2102-d23b-42b8-a3b6-a04310d22cab
Brazil,TT4G35A,1,1,Agree,3,gpt-5,2956c4f1-15df-4f21-8658-480126ccb56a
Spain,TT4G35A,1,1,Agree,3,gpt-5,01fa4f06-91a4-4302-8de2-2ac5d001f018
Spain,TT4G35G,1,1,Strongly agree,4,gpt-5,d4695796-480d-4829-a927-1445d9780fe1
Spain,TT4G35D,1,1,Agree,3,gpt-5,4c4b276c-b870-4419-b3e0-e321a6a57bce
Spain,TT4G35B,1,1,Agree,3,gpt-5,af9637f7-1c6e-4574-8748-82f0457d3938
Spain,TT4G35H,1,1,Agree,3,gpt-5,7dbf1ee1-8d39-4c5e-9f80-abec59caa4b5
Spain,TT4G35C,1,1,Agree,3,gpt-5,c477bb9c-28cb-44f7-8a04-c4b74968cd0b
Spain,TT4G35J,1,1,Disagree,2,gpt-5,f3e13d32-fc10-4383-8e69-414480c153ec
Spain,TT4G35F,1,1,Agree,3,gpt-5,45137bde-3e86-47bf-b7b8-f853b99e8a6f
Spain,TT4G35I,1,1,Agree,3,gpt-5,13887742-aa06-4fa9-9cd8-5c3af8319a4b
Spain,TT4G35E,1,1,Agree,3,gpt-5,e2794635-d976-45fd-8e7d-99290e214b80
France,TT4G35D,1,1,Agree,3,gpt-5,0b814456-b69f-4a11-b164-159e8b8b8b91
France,TT4G35B,1,1,Agree,3,gpt-5,e0ab4583-6071-4422-8b0d-74993438a305
France,TT4G35F,1,1,Strongly agree,4,gpt-5,6ff6ac22-6043-4260-9e24-41458c81fd3c
France,TT4G35E,1,1,Agree,3,gpt-5,e7c06504-a722-49a0-9772-af87ecb10c92
France,TT4G35G,1,1,Strongly agree,4,gpt-5,6520bbb4-cfb8-4399-ab6a-c9927f61cdf1
France,TT4G35C,1,1,Agree,3,gpt-5,8928c8a6-cece-466c-b140-b7664bab0722
France,TT4G35I,1,1,Agree,3,gpt-5,1f6619bd-7257-48e2-b922-77e0ac23e7b2
France,TT4G35A,1,1,Agree,3,gpt-5,3247a517-8bb9-4a11-bb53-9704a7337e75
France,TT4G35H,1,1,Agree,3,gpt-5,8874514c-b963-4643-8a39-50df11ea291b
France,TT4G35J,1,1,Disagree,2,gpt-5,b5c6cf3d-7a3b-4d5f-9b8a-07a4da901c38
Japan,TT4G35C,1,1,Agree,3,gpt-5,3ffe4da6-1c2c-47c1-aa9e-2cb6ada92da4
Japan,TT4G35D,1,1,Agree,3,gpt-5,3463cfc0-0a09-4713-9d1f-5418f9af7777
Japan,TT4G35E,1,1,Agree,3,gpt-5,d6a45fc5-085a-4ca2-8270-ea775dc02a3e
Japan,TT4G35G,1,1,Strongly agree,4,gpt-5,8da4d857-b507-49fc-81d6-2173a10ed1d3
Japan,TT4G35H,1,1,Agree,3,gpt-5,67df9d04-ef60-4ade-a190-4633051e0389
Japan,TT4G35I,1,1,Agree,3,gpt-5,306a02e5-25a0-4949-be7a-e63f2911988c
Japan,TT4G35J,1,1,Agree,3,gpt-5,9e2edd47-ee0c-4a80-8af7-385fbbbe33d2
Japan,TT4G35B,1,1,Agree,3,gpt-5,823421f3-b2e0-4994-8e9a-4d24b6cba4f3
Japan,TT4G35A,1,1,Agree,3,gpt-5,ac178259-0251-49a4-aae1-de1f57822ca0
Japan,TT4G35F,1,1,Strongly agree,4,gpt-5,b261ff92-916c-4ccb-98cb-3de14d0a780b
Korea,TT4G35A,1,1,Agree,3,gpt-5,59c29e99-262d-4caa-81d1-241697b9c291
Korea,TT4G35D,1,1,Agree,3,gpt-5,17e21ab8-1b33-4a25-8421-92bdce63ca3a
Korea,TT4G35H,1,1,Agree,3,gpt-5,6cbd3839-a0e9-4de8-b7b7-df41137ba2c2
Korea,TT4G35E,1,1,Agree,3,gpt-5,f72deacf-e8ec-41d4-9367-459020eadf4d
Korea,TT4G35C,1,1,Agree,3,gpt-5,2476e73a-6bb4-4763-9c7e-9a349ef1b85a
Korea,TT4G35B,1,1,Agree,3,gpt-5,fdd4ebb4-c1aa-4ca9-9e86-9c53376b9b2c
Korea,TT4G35G,1,1,Strongly agree,4,gpt-5,f7d3a252-0202-43f8-8193-3bb5ea3bad69
Korea,TT4G35I,1,1,Agree,3,gpt-5,90d445f3-0056-46f6-a4a3-7d616bcd9239
Korea,TT4G35J,1,1,Disagree,2,gpt-5,5419cba9-b431-43b1-8db9-0e604ac14880
Korea,TT4G35F,1,1,Strongly agree,4,gpt-5,0dfc8745-2927-495d-932d-a821f26e57bf
Morocco,TT4G35F,1,1,Strongly agree,4,gpt-5,3fd945ea-65fc-4291-bd2f-363bd85b980e
Morocco,TT4G35B,1,1,Agree,3,gpt-5,1e32b6aa-e6cb-4742-b60a-a4384bd6a817
Morocco,TT4G35H,1,1,Agree,3,gpt-5,f02fe2b1-dd2e-4e5a-9e2a-7f67695adeac
Morocco,TT4G35D,1,1,Agree,3,gpt-5,4976408b-ec82-494c-8bfb-c128445b731e
Morocco,TT4G35G,1,1,Strongly agree,4,gpt-5,fd7aff31-bffb-48ce-8e3d-508c3e1d2cf4
Morocco,TT4G35J,1,1,Disagree,2,gpt-5,9815eece-2883-4606-a32e-c880d4083fd4
Morocco,TT4G35I,1,1,Agree,3,gpt-5,5474a1fa-803e-4cc4-ad2c-bd6f6ad62dc8
Morocco,TT4G35A,1,1,Agree,3,gpt-5,128b8cf8-5e66-4907-bc4e-b54801d5fa19
Morocco,TT4G35E,1,1,Agree,3,gpt-5,66d965ac-ce45-434a-ae55-e9654337f713
Morocco,TT4G35C,1,1,Agree,3,gpt-5,84388eaa-0bc3-4380-9791-af1d3611375f
Netherlands,TT4G35G,1,1,Strongly agree,4,gpt-5,313208c2-6c82-43bf-aca0-84d384b07d77
Netherlands,TT4G35H,1,1,Agree,3,gpt-5,b4518be8-ad92-48b3-9d4b-f3792d11120b
Netherlands,TT4G35C,1,1,Agree,3,gpt-5,60e6d5b6-7382-4a5b-912b-3da5fa95bbbb
Netherlands,TT4G35F,1,1,Strongly agree,4,gpt-5,7e1987d1-08af-4032-a520-32d5eb031207
Netherlands,TT4G35J,1,1,Disagree,2,gpt-5,87d73419-2a73-4555-9f0b-d45d3520690f
Netherlands,TT4G35E,1,1,Agree,3,gpt-5,5df6f882-c5a3-4cd9-8831-6bea600e9f8d
Netherlands,TT4G35B,1,1,Agree,3,gpt-5,f6b1bef3-f1e4-4674-b039-d3c95e424963
Netherlands,TT4G35D,1,1,Agree,3,gpt-5,a5880e22-11c3-464b-922d-fd5b0185d264
Netherlands,TT4G35A,1,1,Agree,3,gpt-5,528a00ee-1869-427b-8717-39ca2520619f
Netherlands,TT4G35I,1,1,Agree,3,gpt-5,8615b1fd-63fd-48c6-bbdc-8ecab99da3b0
New Zealand,TT4G35G,1,1,Strongly agree,4,gpt-5,e2779990-2cc6-4235-8ee5-05e379c99eba
New Zealand,TT4G35D,1,1,Agree,3,gpt-5,e576a1a0-2277-4356-bc4b-e292a5935939
New Zealand,TT4G35C,1,1,Agree,3,gpt-5,4de3c27d-d55d-4711-8f19-01bd19399c0d
New Zealand,TT4G35A,1,1,Agree,3,gpt-5,45ad61a8-e274-4b23-81b2-ec61cc73a4aa
New Zealand,TT4G35J,1,1,Disagree,2,gpt-5,2a612d05-04f1-4a48-8268-8645543bc650
New Zealand,TT4G35H,1,1,Agree,3,gpt-5,f8e75656-6ef6-4a8a-a78a-b3d828c96ab8
New Zealand,TT4G35F,1,1,Strongly agree,4,gpt-5,37370f23-0bd8-449f-88e6-7b62625a40c2
New Zealand,TT4G35B,1,1,Agree,3,gpt-5,f71a680c-30f8-4c87-8fbd-23e17a89c77d
New Zealand,TT4G35I,1,1,Agree,3,gpt-5,da1f766c-c3c7-4fdf-98ed-c3726cea81a6
New Zealand,TT4G35E,1,1,Agree,3,gpt-5,b9251d5d-b0e9-4034-83fd-2d78d82200f7
Saudi Arabia,TT4G35D,1,1,Agree,3,gpt-5,0f003bca-38a2-4aa4-a93d-493b828e8bcc
Saudi Arabia,TT4G35C,1,1,Agree,3,gpt-5,9a1d713b-41c7-43cb-994e-b9c0100a3cd4
Saudi Arabia,TT4G35H,1,1,Agree,3,gpt-5,dd72daf1-c073-4d91-9d0b-753738b12b56
Saudi Arabia,TT4G35G,1,1,Agree,3,gpt-5,db1342d3-3c06-4c79-8a76-5cb3d74d0b14
Saudi Arabia,TT4G35E,1,1,Agree,3,gpt-5,aa2b36f0-c5b1-4215-8782-93f32d4368a1
Saudi Arabia,TT4G35F,1,1,Strongly agree,4,gpt-5,6ac85459-332d-4276-8106-0b4abe1cff04
Saudi Arabia,TT4G35I,1,1,Agree,3,gpt-5,9b07107d-adba-46c0-bd9c-68feeac62acb
Saudi Arabia,TT4G35B,1,1,Agree,3,gpt-5,32a0d1d0-5a1d-4c1f-884c-2bb6c0bed28f
Saudi Arabia,TT4G35A,1,1,Agree,3,gpt-5,b3f55c0f-3dde-4e8d-a895-33468815810b
Saudi Arabia,TT4G35J,1,1,Disagree,2,gpt-5,35f55a9f-49c1-416d-a536-650e53891ef3
Slovenia,TT4G35C,1,1,Agree,3,gpt-5,2ec64715-aa3f-494a-aa4c-f88fd741a184
Slovenia,TT4G35D,1,1,Agree,3,gpt-5,b8a8ff3f-187a-47e4-8df2-be7df84a1ea8
Slovenia,TT4G35H,1,1,Agree,3,gpt-5,b65c710c-96c8-4a9e-8f43-658a2497494c
Slovenia,TT4G35E,1,1,Strongly agree,4,gpt-5,bec5c23e-070d-4eed-8829-87c026535f83
Slovenia,TT4G35A,1,1,Agree,3,gpt-5,a6260c52-c5ec-4d1c-8027-5ab5a8733b2a
Slovenia,TT4G35F,1,1,Strongly agree,4,gpt-5,129b4c69-a6ae-4c8c-8720-bb75de6b2212
Slovenia,TT4G35J,1,1,Agree,3,gpt-5,02866ba5-2b42-47d0-8241-fc1132831d68
Slovenia,TT4G35G,1,1,Strongly agree,4,gpt-5,29091bbe-23bb-4375-8e34-bc1aeb008fa6
Slovenia,TT4G35B,1,1,Agree,3,gpt-5,d3debd15-7024-4e03-afc5-442ffcdb0918
Slovenia,TT4G35I,1,1,Agree,3,gpt-5,5eac5738-e7cf-44c8-96f7-4a544455f575
Türkiye,TT4G35D,1,1,Agree,3,gpt-5,ccfebec9-c3e1-48f7-9009-d0c38c01d1b8
Türkiye,TT4G35B,1,1,Agree,3,gpt-5,bb747b1b-02e2-4bc7-820a-3f1fa6c816ae
Türkiye,TT4G35H,1,1,Agree,3,gpt-5,ba6ec396-326c-4f89-8068-507e810f511d
Türkiye,TT4G35E,1,1,Agree,3,gpt-5,e5d9356e-2400-44ab-8f92-43fa790841c8
Türkiye,TT4G35J,1,1,Agree,3,gpt-5,e0d634d3-e758-4fd7-ad08-36771313845e
Türkiye,TT4G35A,1,1,Agree,3,gpt-5,81754d30-307c-4f3b-aa9f-f6d9dc80b164
Türkiye,TT4G35C,1,1,Agree,3,gpt-5,443fe09b-4ef5-4c29-b88f-a4badfbf9583
Türkiye,TT4G35F,1,1,Strongly agree,4,gpt-5,157bb9b7-66b8-4161-a374-27e1c9eb2476
Türkiye,TT4G35G,1,1,Agree,3,gpt-5,b1538257-7649-42cb-a079-4be10b3ac83e
Türkiye,TT4G35I,1,1,Agree,3,gpt-5,625c9438-fb41-4799-864f-a6f0065ae89c
Albania,TT4G35F,1,1,Strongly agree,4,gpt-5,ab3cfa78-24fe-41dd-9648-f7b8e0a58eb4
Albania,TT4G35A,1,1,Agree,3,gpt-5,a34d696f-ea65-4e68-b99b-ab8e05d15b98
Albania,TT4G35C,1,1,Agree,3,gpt-5,ed9beb21-0416-4320-a108-54daef74b378
Albania,TT4G35G,1,1,Strongly agree,4,gpt-5,c30a9e73-9219-4ae9-a88f-7eb4073d5887
Albania,TT4G35E,1,1,Agree,3,gpt-5,79ef309f-11c5-45f3-b3a9-b610ac0a6e30
Albania,TT4G35D,1,1,Agree,3,gpt-5,5a1da54f-84df-4684-97c7-599c67a7bdbf
Albania,TT4G35I,1,1,Agree,3,gpt-5,dcccaee1-daaf-4216-937c-6a1095b8377f
Albania,TT4G35H,1,1,Agree,3,gpt-5,b00ebf11-3fd2-47c5-84ba-f902e84bb5aa
Albania,TT4G35B,1,1,Agree,3,gpt-5,496fe18b-05cc-41b7-b190-7d2f982b3d0d
Albania,TT4G35J,1,1,Disagree,2,gpt-5,64e0ac21-af4e-4983-841b-30c71c8720ce
Austria,TT4G35D,1,1,Agree,3,gpt-5,9f3e90a3-428e-4624-a19c-928613eb8474
Austria,TT4G35G,1,1,Strongly agree,4,gpt-5,5514e743-cc01-4966-9269-0790659bfa95
Austria,TT4G35H,1,1,Agree,3,gpt-5,a7084fac-8ffa-45b8-a0c2-12e3b5e35394
Austria,TT4G35E,1,1,Agree,3,gpt-5,30f33f37-1edf-4937-bb1e-690721e376b9
Austria,TT4G35F,1,1,Strongly agree,4,gpt-5,e33b38eb-8b19-41c1-ad17-02a5cefaf6ff
Austria,TT4G35I,1,1,Agree,3,gpt-5,48c7f41f-6e7e-4005-acb9-31de4ab07751
Austria,TT4G35B,1,1,Agree,3,gpt-5,cd2710ca-e00b-45fe-a7d2-2ef2d8c345a4
Austria,TT4G35A,1,1,Agree,3,gpt-5,c5c203cb-9354-45f8-ba29-4c34926214c2
Austria,TT4G35C,1,1,Agree,3,gpt-5,a4a28642-4e37-46ed-a0b1-d1fcdc0a09a9
Austria,TT4G35J,1,1,Disagree,2,gpt-5,b09b7bfd-a901-414e-b1fd-066ab5e22ea2
Azerbaijan,TT4G35I,1,1,Agree,3,gpt-5,4f3e4732-bc31-4a2d-907e-9810f6141b94
Azerbaijan,TT4G35G,1,1,Strongly agree,4,gpt-5,e8d64018-7d63-4736-9f07-783827233f3a
Azerbaijan,TT4G35F,1,1,Strongly agree,4,gpt-5,af4689f9-584b-425b-9a63-125277bf95e7
Azerbaijan,TT4G35D,1,1,Agree,3,gpt-5,a5a9392d-7556-4e23-b88d-ab31adf644fa
Azerbaijan,TT4G35E,1,1,Agree,3,gpt-5,af88a38e-4046-4fc0-856a-eab7f7714522
Azerbaijan,TT4G35C,1,1,Agree,3,gpt-5,35e19b9f-7218-4974-a05e-1406de461ad0
Azerbaijan,TT4G35B,1,1,Agree,3,gpt-5,69ac4828-855a-4b13-bdd5-119ebcecca50
Azerbaijan,TT4G35A,1,1,Agree,3,gpt-5,03a17794-676f-4113-ac1b-891d98f0d801
Azerbaijan,TT4G35J,1,1,Disagree,2,gpt-5,35e2224e-81c1-45ce-bfb9-219a04584bc2
Azerbaijan,TT4G35H,1,1,Agree,3,gpt-5,46dd87e2-293c-4a75-b124-dae88ba5aaed
Bulgaria,TT4G35E,1,1,Agree,3,gpt-5,462da469-ece6-4055-9e21-88fdd29f48d6
Bulgaria,TT4G35B,1,1,Agree,3,gpt-5,266607fc-d1d7-4f90-9d7a-88c78ca7ab98
Bulgaria,TT4G35H,1,1,Agree,3,gpt-5,8c2d52ef-a662-49f6-ac19-ba37d3884402
Bulgaria,TT4G35I,1,1,Agree,3,gpt-5,670deec8-3ab2-43f6-894f-7b8dfcd0bec3
Bulgaria,TT4G35G,1,1,Strongly agree,4,gpt-5,21fce84b-a227-44cc-a31d-c471bcbc2155
Bulgaria,TT4G35C,1,1,Agree,3,gpt-5,41889e3e-6313-4259-946e-760c532bdf6f
Bulgaria,TT4G35A,1,1,Agree,3,gpt-5,35b9b6ee-893b-4cdb-b6b6-3b84e2fed012
Bulgaria,TT4G35D,1,1,Agree,3,gpt-5,f6ba5533-b218-4c7e-aedf-8eb1d3944dc7
Bulgaria,TT4G35J,1,1,Disagree,2,gpt-5,7cad6b8f-cae2-4cfa-82a1-be0729e49abc
Bulgaria,TT4G35F,1,1,Agree,3,gpt-5,2b5bf8e6-a3ec-4f95-a4a0-af0954b661c3
Bahrain,TT4G35I,1,1,Agree,3,gpt-5,e9abd52a-8da6-4ded-b507-977c9642ecb4
Bahrain,TT4G35C,1,1,Agree,3,gpt-5,bdc5aab0-5147-45d2-b394-05e0744ca11c
Bahrain,TT4G35D,1,1,Agree,3,gpt-5,4015ceb7-3f03-45c1-b5f5-9136ed5f09ff
Bahrain,TT4G35F,1,1,Strongly agree,4,gpt-5,97041ca8-1e75-456a-9e8e-fed6cf4050ba
Bahrain,TT4G35E,1,1,Agree,3,gpt-5,11674259-7c2c-47c6-982d-1e72f36a569f
Bahrain,TT4G35A,1,1,Agree,3,gpt-5,42a3e510-efbd-4985-a553-98cbf502babb
Bahrain,TT4G35H,1,1,Agree,3,gpt-5,718c7480-82dc-44da-a253-a223499eaeca
Bahrain,TT4G35G,1,1,Agree,3,gpt-5,dee51a02-271f-4387-a965-213de7fe90ad
Bahrain,TT4G35B,1,1,Agree,3,gpt-5,57b1677f-66b0-4127-9977-49593b85d741
Bahrain,TT4G35J,1,1,Disagree,2,gpt-5,54e7a871-b327-4f93-a4c2-186c2e1db019
Alberta (Canada),TT4G35G,1,1,Strongly agree,4,gpt-5,18839c00-d084-4ff6-a317-88209666799b
Alberta (Canada),TT4G35D,1,1,Agree,3,gpt-5,218039b4-f1f4-4024-9986-dff2708bddae
Alberta (Canada),TT4G35A,1,1,Agree,3,gpt-5,4b77761c-0bdc-43d9-903d-374e214085e1
Alberta (Canada),TT4G35C,1,1,Agree,3,gpt-5,f14aedf2-8a68-4247-ab2f-43e594020bf5
Alberta (Canada),TT4G35I,1,1,Agree,3,gpt-5,56d12d4b-05ef-4a37-9c7c-d54af2a4e1a8
Alberta (Canada),TT4G35B,1,1,Agree,3,gpt-5,9bb07d20-61c8-401d-bba8-d2115574f781
Alberta (Canada),TT4G35H,1,1,Agree,3,gpt-5,82bca6f3-8c25-43db-a79a-f1df6851a016
Alberta (Canada),TT4G35F,1,1,Strongly agree,4,gpt-5,9b3ea6c9-bfd1-4cc1-ad05-c7822af26928
Alberta (Canada),TT4G35E,1,1,Agree,3,gpt-5,acd21783-d1d3-46b7-815c-819d42060310
Alberta (Canada),TT4G35J,1,1,Disagree,2,gpt-5,e156d97e-24de-4416-a959-020be3b92d36
Chile,TT4G35B,1,1,Agree,3,gpt-5,3976d753-4181-45b7-a161-daa037da7d25
Chile,TT4G35H,1,1,Agree,3,gpt-5,4727c83e-125f-4472-a4e2-fc18e9c5ce5e
Chile,TT4G35A,1,1,Agree,3,gpt-5,22acc9f3-eb3f-4ae8-88df-5b221596782f
Chile,TT4G35D,1,1,Agree,3,gpt-5,1b3059f8-a8e2-4d39-bd80-1dc3ded226f1
Chile,TT4G35C,1,1,Agree,3,gpt-5,c902c219-5de7-454e-ab40-b130f08b0239
Chile,TT4G35I,1,1,Agree,3,gpt-5,468b1ff3-e7f9-460d-b106-be7b75b7a376
Chile,TT4G35F,1,1,Strongly agree,4,gpt-5,e23d3d28-ffba-415e-a2b6-a9f9a2078ab1
Chile,TT4G35E,1,1,Agree,3,gpt-5,41ddc336-86c2-4870-ab5c-82ea2e95ccdd
Chile,TT4G35J,1,1,Disagree,2,gpt-5,7ed26b5f-f284-46d3-9212-4dc902c34770
Chile,TT4G35G,1,1,Strongly agree,4,gpt-5,67f547bf-4ac3-4f8c-aabe-4b699fd2eeaf
Colombia,TT4G35A,1,1,Agree,3,gpt-5,8d7b0e68-2484-4eca-a620-dc1fef42eaff
Colombia,TT4G35D,1,1,Agree,3,gpt-5,56d9a577-9cae-4179-a701-ce217501b384
Colombia,TT4G35F,1,1,Strongly agree,4,gpt-5,b6e112cb-90fd-4133-a735-28c2755d7f40
Colombia,TT4G35C,1,1,Agree,3,gpt-5,bfdb9886-2afc-4c84-b9a0-08dad2deaee4
Colombia,TT4G35E,1,1,Agree,3,gpt-5,f0602eee-52d5-469d-bbde-6eecc669341a
Colombia,TT4G35J,1,1,Disagree,2,gpt-5,a9b58ee0-3e49-474a-aeaf-0aa03767dd0a
Colombia,TT4G35I,1,1,Agree,3,gpt-5,b2cef4b5-06b8-44d5-b531-3144030fda14
Colombia,TT4G35H,1,1,Agree,3,gpt-5,49529597-0135-4346-8679-757fc7c5f91b
Colombia,TT4G35G,1,1,Strongly agree,4,gpt-5,f27af2e4-be37-4ec9-8abe-ed032cb3dd54
Colombia,TT4G35B,1,1,Agree,3,gpt-5,8eb5518a-6e91-4976-842c-bf2ee55797b6
Costa Rica,TT4G35C,1,1,Agree,3,gpt-5,5c464a26-ce7b-497e-befe-53e240f9b4f5
Costa Rica,TT4G35I,1,1,Agree,3,gpt-5,b3f3dcc4-cadd-4f7b-b876-ed6186d59bfb
Costa Rica,TT4G35A,1,1,Agree,3,gpt-5,de9d33d3-8e25-4e1e-9b57-307f7edc6afa
Costa Rica,TT4G35D,1,1,Agree,3,gpt-5,561c9156-3c4d-460b-a587-b548fe0b537d
Costa Rica,TT4G35E,1,1,Agree,3,gpt-5,f9fed978-bcc6-4921-b16e-b2d56cf63f80
